week,geo,impression_tiktok,impression_tv,impression_outdoor1,impression_google,impression_facebook,impression_outdoor2,impression_organic,market_share,cost_tiktok,cost_tv,cost_outdoor1,cost_google,cost_facebook,cost_outdoor2,conversions,revenue,population
2023-09-04,Geo6,425600,792000,301000,1613768,434456,,0,0.049700635993105466,3120.807000000,7634.178000000,2233.238000000,12575.837000000,3385.242700000,3752.025522008135,4877493.000000000,97448.695917687,218910.160000000
2022-01-10,Geo6,320200,361000,468000,1327472,1153402,,625857,0.030204711278839527,2347.938000000,3476.059300000,3474.009300000,10344.778000000,8987.206000000,7620.669274877794,3130965.000000000,62403.144438330,218910.160000000
2022-09-05,Geo6,902828,917000,203000,1325873,919506,,274274,0.020516819480922984,6620.188000000,8841.838000000,1508.745100000,10332.317000000,7164.709500000,3057.7187787651987,1926093.500000000,38692.589297373,218910.160000000
2023-03-06,Geo6,520035,0,80000,1139647,135615,,32923,0.02795425373265675,3813.272700000,0E-9,597.907040000,8881.087000000,1056.700100000,933.170740610188,2644936.500000000,52688.777585567,218910.160000000
2023-12-11,Geo6,0,0,150000,963993,607350,,0,0.056899745823758466,0E-9,0E-9,1117.440200000,7512.243700000,4732.417500000,2030.066897546373,5225566.000000000,104777.416271852,218910.160000000
2022-02-14,Geo6,466276,386000,138000,1259440,540380,,0,0.047538676827714135,3419.072800000,3716.772000000,1025.044000000,9814.615000000,4210.593000000,1643.655173463526,3906417.200000000,78507.246936314,218910.160000000
2022-10-17,Geo6,295354,248000,77000,1019643,695573,,0,0.04966424969598296,2165.749000000,2390.977300000,572.872250000,7945.915000000,5419.843300000,935.534380501766,4522258.500000000,90619.842234563,218910.160000000
2021-10-04,Geo6,342109,56000,44000,1185870,384088,,730294,0.030095169160421816,2508.590600000,542.512150000,330.386350000,9241.296000000,2992.779800000,569.295318971182,2793691.200000000,55931.795886091,218910.160000000
2022-12-26,Geo6,407186,0,104000,404198,7172,,515453,0.05751914620932754,2985.782200000,0E-9,774.621900000,3149.850600000,55.883590000,1261.6689444124806,4019934.800000000,79989.534976252,218910.160000000
2023-08-07,Geo6,328279,289000,93000,1267431,570558,,0,0.03404034047857874,2407.179000000,2782.854700000,692.094000000,9876.888000000,4445.737300000,1195.784514378758,2902082.000000000,57882.423075234,218910.160000000
2022-06-13,Geo6,615938,210000,334000,903392,721923,,384642,0.05003017494827472,4516.503000000,2022.624400000,2483.333300000,7039.989300000,5625.160000000,4215.078431545347,3442399.800000000,69070.657303864,218910.160000000
2022-09-19,Geo6,266314,726000,88000,1395296,702803,,561715,0.040971062334785965,1952.806900000,7001.780300000,652.702700000,10873.319000000,5476.179000000,1228.9004854125194,3935240.500000000,78142.043061817,218910.160000000
2023-11-06,Geo6,637902,120000,93000,536390,776273,,512875,0.05434427416183523,4677.559000000,1152.609300000,691.729860000,4180.002000000,6048.650400000,1261.1285701784836,4485191.500000000,89600.060609456,218910.160000000
2022-11-14,Geo6,117338,896000,317000,1215011,702505,,680872,0.028135880936350978,860.407040000,8637.628000000,2356.049000000,9468.387000000,5473.857000000,5181.012400186443,2809083.500000000,56427.388960996,218910.160000000
2021-11-29,Geo6,126188,145000,210000,1087271,228551,,0,0.023391051320781748,925.301700000,1398.103900000,1562.983500000,8472.929000000,1780.849200000,2420.649157690097,2158708.500000000,43267.836361815,218910.160000000
2022-08-01,Geo6,338186,504000,455000,1321620,400896,,466184,0.03448253611114549,2479.824200000,4862.815400000,3377.526000000,10299.174000000,3123.746300000,5310.7287593235105,3041159.000000000,60451.145896053,218910.160000000
2022-02-21,Geo6,373449,277000,352000,1265935,563955,,202893,0.044892403131057745,2738.398000000,2666.870800000,2614.214000000,9865.230000000,4394.287600000,4866.011784371156,4103165.000000000,82246.288849505,218910.160000000
2022-11-28,Geo6,240104,215000,130000,823477,755457,,0,0.012703082828497686,1760.616100000,2071.756000000,969.460700000,6417.225000000,5886.454000000,1665.939877261583,1260410.400000000,25187.152844268,218910.160000000
2021-10-18,Geo6,713575,432000,459000,1352679,470095,,320482,0.04027293478966429,5232.448000000,4168.001000000,3412.027800000,10541.212000000,3662.938700000,6112.639398171296,3974639.800000000,80491.082430727,218910.160000000
2023-10-23,Geo6,0,,217000,820733,1075304,,636506,0.021133411862926357,0E-9,0E-9,1609.954300000,6395.841300000,8378.674000000,2386.6622519385137,2054999.200000000,40900.957327480,218910.160000000
2023-01-30,Geo6,297594,460000,267000,1090033,865905,,244142,0.02385307048541223,2182.174600000,4438.080600000,1984.688500000,8494.453000000,6747.055000000,3916.4759805773006,2308838.800000000,46208.333208718,218910.160000000
2021-07-26,Geo7,1485828,2332000,306000,2286797,1749694,,1699684,0.05167549265109482,10895.165000000,22485.550000000,2276.478500000,17820.645000000,13633.461000000,4274.986975873833,16672997.000000000,331220.523080942,733989.560000000
2021-05-17,Geo7,685361,2127000,1108000,2759958,0,,232001,0.062200419713106816,5025.562500000,20509.600000000,8232.981000000,21507.912000000,0E-9,17328.652485993152,19452944.000000000,391509.814773392,733989.560000000
2021-03-08,Geo7,2905234,948000,582000,2687951,2691361,,1248376,0.05945179458246879,21303.275000000,9139.135000000,4327.971000000,20946.773000000,20970.848000000,7118.985644097484,19567892.000000000,390129.054653968,733989.560000000
2022-12-05,Geo7,1678897,2227000,348000,3262100,1597808,,522759,0.059550817924457204,12310.887000000,21471.795000000,2589.053000000,25421.023000000,12449.979000000,5308.499749668353,19040126.000000000,382699.068870608,733989.560000000
2021-08-02,Geo7,1718015,174000,376000,1893888,1351722,,532089,0.06821886750821303,12597.728000000,1680.563100000,2794.324700000,14758.767000000,10532.498000000,4893.7971386872,22052532.000000000,440689.154895456,733989.560000000
2023-10-02,Geo7,1093166,527000,948000,2658953,3169146,,1293339,0.05460077788447656,8015.883300000,5083.657700000,7046.166000000,20720.797000000,24693.705000000,15364.260863448671,19356538.000000000,388871.570888492,733989.560000000
2022-01-03,Geo7,1566706,1398000,428000,3496921,3176991,,3154303,0.023158234375321624,11488.221000000,13482.973000000,3181.059800000,27250.947000000,24754.834000000,6009.44733716107,9011196.000000000,178717.175939232,733989.560000000
2023-05-22,Geo7,113995,855000,217000,1658411,0,,0,0.06071191878946851,835.893740000,8244.516000000,1609.620000000,12923.732000000,0E-9,3094.841778659822,20137750.000000000,401788.327586750,733989.560000000
2022-07-18,Geo7,452175,0,1882000,2045573,2195832,,0,0.041791456010773206,3315.674000000,0E-9,13987.675000000,15940.824000000,17109.729000000,26751.30629374889,14589660.000000000,290405.752513320,733989.560000000
2021-09-06,Geo7,2008819,736000,408000,1831230,1004740,,1008743,0.08751703527994867,14730.114000000,7091.183600000,3031.468000000,14270.483000000,7828.845700000,4711.041520624413,24895662.000000000,499100.763077400,733989.560000000
2022-09-12,Geo7,0,0,57000,4109281,1820908,,962522,0.037648804128151137,0E-9,0E-9,421.809000000,32022.973000000,14188.354000000,621.3257544073426,12843472.000000000,257679.387874736,733989.560000000
2021-09-27,Geo7,1268895,1661000,516000,3893765,2472373,,1962939,0.051413225710320656,9304.456000000,16016.621000000,3834.557900000,30343.490000000,19264.512000000,7655.840989904029,18064118.000000000,361934.366275092,733989.560000000
2022-03-21,Geo7,651387,0,1225000,3615603,2031304,,1214282,0.03946115040364024,4776.440400000,0E-9,9099.316000000,28175.818000000,15827.741000000,18514.967403676903,14983566.000000000,300405.634602528,733989.560000000
2021-12-13,Geo7,1867693,,1113000,5067044,1711486,,2793392,0.07429870749161027,13695.276000000,8058.623500000,8272.291000000,39486.664000000,13335.748000000,14011.664280620667,21405832.000000000,428039.728845624,733989.560000000
2022-10-17,Geo7,1360740,1157000,1939000,2291276,2418240,,2260406,0.042235748961654114,9977.930000000,11151.637000000,14409.476000000,17855.549000000,18842.713000000,24167.883582773244,15658542.000000000,314224.440657012,733989.560000000
2022-10-31,Geo7,2089565,1173000,105000,3723874,0,,2121931,0.03435687054896533,15322.202000000,11306.359000000,777.564500000,29019.557000000,0E-9,1384.1461538551923,12013804.000000000,240245.564937840,733989.560000000
2023-12-25,Geo7,2190298,810000,564000,3728528,1746645,,2176303,0.05590631653862623,16060.849000000,7808.048000000,4193.099600000,29055.824000000,13609.703000000,6505.632948485892,18268834.000000000,365741.800916324,733989.560000000
2021-06-28,Geo7,1814206,551000,539000,2104847,1188177,,1003256,0.025349131862580428,13303.070000000,5308.452600000,4004.881800000,16402.736000000,9258.170000000,7946.5802402294385,8379673.000000000,167153.971290169,733989.560000000
2022-10-10,Geo7,2470314,416000,394000,3397084,2207950,,0,0.03437398431928172,18114.129000000,4015.245400000,2925.859600000,26472.934000000,17204.152000000,4622.119413902759,13943115.000000000,277192.514376945,733989.560000000
2023-07-24,Geo7,803466,449000,1722000,3019739,1819213,,922360,0.041415248032615655,5891.593300000,4332.432000000,12793.793000000,23532.344000000,14175.147000000,19993.12827885493,15590439.000000000,313141.980800646,733989.560000000
2022-09-19,Geo7,1053673,1219000,320000,3175679,2567947,,1058971,0.05109193798298299,7726.292500000,11748.737000000,2377.516800000,24747.560000000,20009.217000000,4801.269858087767,17204596.000000000,347746.898783432,733989.560000000
2023-10-09,Geo7,2088842,1165000,2101000,3478372,4083771,,1495551,0.061268533833753185,15316.900000000,11229.875000000,15608.999000000,27106.398000000,31820.383000000,30891.94224229449,21303476.000000000,424911.697382876,733989.560000000
2022-12-12,Geo7,1776827,384000,1720000,2381950,340444,,1458440,0.032311381453615354,13028.980000000,3698.521000000,12783.939000000,18562.156000000,2652.709500000,26416.350660766788,11576503.000000000,233193.198303495,733989.560000000
2022-02-28,Geo7,2763742,158000,950000,2271988,509168,,996534,0.04665925884586741,20265.754000000,1526.563600000,7062.365700000,17705.240000000,3967.392000000,13626.435605361916,16507936.000000000,331872.111693312,733989.560000000
2023-02-20,Geo7,1297089,756000,998000,1637001,1395910,,594543,0.050620598579825406,9511.195000000,7290.689500000,7417.140000000,12756.888000000,10876.807000000,11326.729001573958,14844729.000000000,297979.417950591,733989.560000000
2022-08-29,Geo7,1123315,917000,186000,3653021,3181245,,1132662,0.049565309738529774,8236.958000000,8840.865000000,1383.556400000,28467.410000000,24787.980000000,2385.767664473201,16911202.000000000,340765.235590934,733989.560000000
2023-06-26,Geo7,195902,1492000,1375000,3129240,3511274,,2373696,0.026087718743336204,1436.495100000,14380.244000000,10220.553000000,24385.668000000,27359.535000000,16685.31051497746,9903510.000000000,199418.038000470,733989.560000000
2022-08-01,Geo7,40358,220000,322000,3028639,1795791,,1368213,0.03150418268514609,295.934020000,2116.472000000,2391.189700000,23601.700000000,13992.645000000,4861.370812068269,11906115.000000000,239006.281414290,733989.560000000
2023-05-08,Geo7,704706,,463000,1854052,1975103,,970914,0.046939161739113625,5167.414000000,16698.902000000,3441.603000000,14448.331000000,15389.828000000,6124.566028042715,14845936.000000000,294366.109764160,733989.560000000
2021-11-15,Geo7,419693,990000,458000,4201096,2065743,,1919997,0.03350076561108116,3077.492400000,9543.007000000,3403.118200000,32738.470000000,16096.087000000,6336.7610892581315,13408752.000000000,269154.039801024,733989.560000000
2023-10-16,Geo7,301096,1880000,334000,3301162,1473959,,450750,0.042489967109788696,2207.853500000,18124.908000000,2482.330000000,25725.428000000,11484.958000000,5011.20050344227,16642835.000000000,333661.996857145,733989.560000000
2023-02-27,Geo7,1224158,389000,637000,3125942,2040112,,2715844,0.0684823648631405,8976.412000000,3752.502200000,4736.218300000,24359.969000000,15896.372000000,10151.17408569573,21714946.000000000,432693.316892760,733989.560000000
2022-06-13,Geo7,3595362,1335000,1567000,2541976,2159339,,1284118,0.036507814512271794,26363.795000000,12871.256000000,11645.254000000,19809.215000000,16825.379000000,19192.0686796837,12279974.000000000,243380.402738382,733989.560000000
2023-11-13,Geo7,2353900,2076000,2179000,3130914,3233619,,1325143,0.03716876585137811,17260.498000000,20018.860000000,16188.782000000,24398.715000000,25196.074000000,29043.102993422475,14687295.000000000,292434.632989695,733989.560000000
2021-03-22,Geo7,1179019,720000,1870000,2918472,4346532,,375099,0.014166511459956573,8645.420000000,6943.017000000,13893.644000000,22743.186000000,33867.793000000,29387.54723547609,5721620.000000000,113794.725451000,733989.560000000
2021-08-30,Geo7,2198752,1902000,933000,4021681,1913377,,1474537,0.0590081824365922,16122.840000000,18341.846000000,6932.183000000,31340.318000000,14908.864000000,11630.953641725308,19425074.000000000,388158.316642716,733989.560000000
2022-05-16,Geo7,1534060,0,1278000,3052541,894849,,1226159,0.044851351378915195,11248.837000000,0E-9,9499.946000000,23787.967000000,6972.584500000,20183.11414700584,12957958.000000000,261655.601314406,733989.560000000
2022-02-21,Geo7,56808,1010000,484000,3316033,3052628,,389963,0.031230219381559118,416.557340000,9742.339000000,3595.415500000,25841.316000000,23785.809000000,7657.27865827062,12854446.000000000,259302.494164538,733989.560000000
2023-09-25,Geo7,3002522,816000,2021000,3367925,3678012,,854376,0.04283869597495547,22016.662000000,7865.095000000,15014.718000000,26245.701000000,28658.744000000,23741.00199985333,16185131.000000000,328075.130250436,733989.560000000
2023-07-17,Geo7,658661,297000,1171000,2009933,2498126,,0,0.04223761348724836,4829.779000000,2861.315000000,8700.973000000,15663.087000000,19465.176000000,15267.237208998202,14496959.000000000,287897.790718415,733989.560000000
2021-03-29,Geo7,0,0,783000,1757099,947119,,0,0.03810082715499051,0E-9,0E-9,5817.730000000,13692.792000000,7379.867700000,11888.498947400738,12788592.000000000,255854.275264032,733989.560000000
2023-09-04,Geo7,3594097,2389000,1095000,5383232,2669841,,1170267,0.025659108306211813,26354.518000000,23034.453000000,8137.553700000,41950.668000000,20803.166000000,15484.425100322063,8216757.500000000,163910.787342155,733989.560000000
2021-05-10,Geo7,0,269000,459000,3420484,0,,637855,0.05954045740444347,0E-9,2592.363300000,3409.657500000,26655.285000000,0E-9,6867.077956450928,19692988.000000000,393114.774263960,733989.560000000
2021-08-09,Geo7,2233311,402000,1181000,5265688,1945264,,1551475,0.05276706416129189,16376.251000000,3878.387700000,8774.733000000,41034.668000000,15157.325000000,13880.70978948766,19736318.000000000,394816.278664808,733989.560000000
2022-01-17,Geo7,808092,0,216000,2183942,683151,,165820,0.04710653685916502,5925.515000000,0E-9,1604.217700000,17019.111000000,5323.052000000,2756.888206658304,15034787.000000000,300309.496321970,733989.560000000
2023-11-20,Geo7,1094285,1118000,1038000,2566776,445745,,0,0.046946238614316675,8024.089000000,10779.283000000,7712.148000000,20002.477000000,3473.205800000,12062.592142354397,16723769.000000000,336107.469340479,733989.560000000
2021-11-22,Geo7,2789569,1561000,1123000,5146168,1800970,,2809679,0.058001029319355066,20455.139000000,15046.646000000,8345.798000000,40103.270000000,14032.999000000,15287.931280138677,20528546.000000000,411507.309097244,733989.560000000
2021-12-06,Geo7,1612337,0,2376000,2827805,2522206,,1285033,0.01591760265786279,11822.821000000,0E-9,17654.004000000,22036.635000000,19652.807000000,27727.96492876591,6089875.500000000,122698.312204209,733989.560000000
2023-04-03,Geo7,1090260,646000,488000,1319708,22979,,1084527,0.06127848270490552,7994.574700000,6232.198000000,3628.067000000,10284.274000000,179.050340000,7368.071697101129,18010996.000000000,360537.615958444,733989.560000000
2021-01-25,Geo7,2457972,0,33000,1355842,1890671,,364249,0.044925712518274936,18023.629000000,0E-9,246.156800000,10565.860000000,14731.941000000,519.0098866538834,14964052.000000000,298395.931288252,733989.560000000
2022-05-23,Geo7,1826429,2754000,757000,3207660,2612411,,717746,0.07167843681775905,13392.698000000,26555.047000000,5621.828600000,24996.781000000,20355.676000000,9997.726955328118,22545004.000000000,451019.252891144,733989.560000000
2022-07-04,Geo7,1350836,1145000,1071000,3053999,2046124,,170720,0.0582323414632018,9905.306000000,11039.760000000,7956.729000000,23799.328000000,15943.217000000,12470.481982466139,19903566.000000000,395043.271083024,733989.560000000
2023-11-27,Geo7,1900009,922000,2817000,3058426,3354236,,2789324,0.03236774711556673,13932.240000000,8889.698000000,20934.393000000,23833.826000000,26135.910000000,46026.295846378765,12969600.000000000,258139.966694400,733989.560000000
2021-11-08,Geo7,1207716,260000,1884000,5322748,4349496,,2219792,0.024817340890711234,8855.847000000,2502.352800000,13999.884000000,41479.330000000,33890.887000000,22536.62025795444,10364101.000000000,207540.044658496,733989.560000000
2023-10-30,Geo7,1839925,539000,579000,2727902,2601863,,1159684,0.054512489585353804,13491.661000000,5196.556600000,4305.180700000,21258.105000000,20273.486000000,7540.769010810741,19613544.000000000,392910.713032368,733989.560000000
2023-01-23,Geo7,303674,0,675000,2635333,1700647,,0,0.03528642175758408,2226.757300000,0E-9,5018.809000000,20536.730000000,13251.291000000,10911.387486971958,13028432.000000000,259079.425080240,733989.560000000
2022-05-30,Geo7,1796880,1885000,1858000,5427250,3066948,,1246828,0.03530765757001095,13176.024000000,18172.246000000,13806.397000000,42293.690000000,23897.389000000,22160.56701331375,12869047.000000000,255182.198974815,733989.560000000
2023-01-09,Geo7,2528730,1729000,1053000,2559452,1751946,,2006732,0.07215371078767471,18542.477000000,16670.412000000,7821.107400000,19945.402000000,13651.008000000,12632.768305000573,19603972.000000000,387699.834239312,733989.560000000
2021-09-13,Geo7,1359720,1524000,691000,3878331,1474192,,136359,0.04036809955522656,9970.450000000,14691.675000000,5138.387700000,30223.215000000,11486.774000000,8410.971613337813,15870343.000000000,314750.275674201,733989.560000000
2022-11-21,Geo7,3138902,627000,964000,3365469,3934036,,965801,0.03505695318406503,23016.700000000,6042.806000000,7160.245600000,26226.564000000,30653.660000000,11675.059852369603,13773995.000000000,274788.390355020,733989.560000000
2023-10-23,Geo7,2027530,2364000,1441000,3579779,2390596,,1772982,0.05401923957458437,14867.316000000,22789.645000000,10707.739000000,27896.646000000,18627.312000000,16273.34028314167,20535284.000000000,405315.455443976,733989.560000000
2023-09-11,Geo7,3403485,,66000,3135780,2291074,,1367894,0.048326545102549315,24956.814000000,7768.615000000,489.727660000,24436.635000000,17851.846000000,795.2649427310488,17088458.000000000,347964.409563320,733989.560000000
2022-11-07,Geo7,488536,2380000,722000,4728318,3331902,,1068770,0.05672002625217158,3582.299300000,22941.717000000,5368.486000000,36847.027000000,25961.887000000,8292.03489043391,21367090.000000000,429633.121263240,733989.560000000
2021-06-07,Geo7,2586255,1336000,288000,4877972,574369,,980551,0.06126643079219206,18964.293000000,12884.397000000,2142.736800000,38013.258000000,4475.432600000,3620.3980263848143,19748186.000000000,395301.216498740,733989.560000000
2021-02-22,Geo7,1566962,532000,801000,4531473,2186137,,0,0.030538855121255076,11490.099000000,5130.003000000,5948.826700000,35313.047000000,17034.186000000,11794.59084221542,11197931.000000000,223556.939017099,733989.560000000
2021-10-18,Geo7,369346,102000,609000,1957376,1705159,,1831560,0.02351171888386342,2708.312000000,981.168900000,4526.012700000,15253.519000000,13286.448000000,7733.723228598019,8782910.000000000,176043.840012280,733989.560000000
2021-03-29,Geo8,596759,550000,759000,1082406,659150,,315874,0.04227945091908355,4375.868700000,5303.448700000,5639.217000000,8435.017000000,5136.038600000,9052.3516215829,6246917.000000000,124339.073252190,301630.440000000
2021-08-02,Geo8,851627,527000,595000,873514,703282,,0,0.024588675923952818,6244.745000000,5085.653000000,4422.678000000,6807.155300000,5479.911000000,9688.046204222606,3417593.200000000,69090.850177636,301630.440000000
2023-11-06,Geo8,1410947,157000,861000,1556182,918109,,757489,0.047037781378840834,10346.084000000,1516.806800000,6395.373000000,12127.078000000,7153.824000000,13272.118655970824,6690516.500000000,133852.587302214,301630.440000000
2022-10-24,Geo8,496130,273000,253000,974800,377336,,463427,0.04948346654665548,3637.984000000,2629.858000000,1883.196900000,7596.461000000,2940.168700000,2822.460178512852,6336361.000000000,126358.665562435,301630.440000000
2023-12-25,Geo8,906184,590000,1252000,2372548,685863,,401381,0.03068298568822209,6644.796400000,5683.766600000,9306.460000000,18488.889000000,5344.184000000,18233.854946059928,4848300.000000000,96443.464770900,301630.440000000
2022-07-11,Geo8,735225,0,67000,1351224,1151713,,838993,0.048327286845250644,5391.201700000,0E-9,501.022640000,10529.873000000,8974.046000000,1066.1780213728418,6082491.500000000,122088.481039506,301630.440000000
2024-01-01,Geo8,453929,0,78000,1725729,1253568,,1046102,0.04131248532666584,3328.535600000,0E-9,576.446500000,13448.331000000,9767.691000000,905.6563617440821,5451277.500000000,109163.538187358,301630.440000000
2023-01-02,Geo8,549060,839000,328000,1165301,149551,,64243,0.028493959258429923,4026.105000000,8085.349000000,2434.980200000,9081.005000000,1165.288100000,4341.861242175347,4104166.000000000,82035.625486914,301630.440000000
2022-11-14,Geo8,813188,240000,661000,1977717,1068585,,743744,0.017258355507704683,5962.882300000,2317.414600000,4909.329600000,15412.033000000,8326.320000000,8855.071585715463,2820056.800000000,56490.847646922,301630.440000000
2022-03-21,Geo8,0,524000,33000,926048,963876,,167477,0.03125903840161276,0E-9,5052.873000000,248.430680000,7216.544400000,7510.436500000,423.602951715083,3965775.800000000,79565.213141695,301630.440000000
2022-05-02,Geo8,361232,208000,669000,1606093,992497,,346144,0.04133579367524688,2648.814200000,2004.797600000,4967.758300000,12516.027000000,7733.449000000,8614.1348774678,5613593.500000000,112375.592367100,301630.440000000
2023-10-09,Geo8,138904,277000,65000,1125495,327963,,416500,0.02004979307974017,1018.544560000,2666.263200000,483.389070000,8770.803000000,2555.458700000,936.5352609749507,2701018.000000000,54392.117313448,301630.440000000
2021-11-29,Geo8,525892,469000,454000,918194,462388,,535864,0.07477317130431282,3856.220500000,4520.754000000,3372.614300000,7155.339400000,3602.886500000,5862.505643461298,8397302.000000000,167630.209074478,301630.440000000
2021-11-22,Geo8,671461,323000,742000,2049870,1640667,,490139,0.05953648715375629,4923.637700000,3111.225600000,5510.439000000,15974.310000000,12783.932000000,8444.441956246032,8375940.500000000,168669.304059259,301630.440000000
2023-10-02,Geo8,791533,697000,628000,1656253,261518,,602550,0.05957425760328038,5804.092300000,6719.215300000,4667.051300000,12906.915000000,2037.725100000,10214.197067478226,7873732.000000000,157147.557298988,301630.440000000
2023-02-27,Geo8,1089290,471000,189000,891551,423860,,644637,0.08485200985332841,7987.462000000,4536.932000000,1402.906500000,6947.714400000,3302.679700000,2686.012603663488,9193308.000000000,182702.563006440,301630.440000000
2023-07-24,Geo8,392835,123000,429000,606811,0,,916677,0.05662483960460195,2880.550300000,1184.184200000,3188.557900000,4728.781700000,0E-9,6309.035802992513,7056583.000000000,141875.487357447,301630.440000000
2023-11-13,Geo8,444209,135000,11000,915348,394990,,375250,0.05813981574699675,3257.261500000,1299.474100000,80.424900000,7133.161000000,3077.727300000,172.77650023916266,6927145.000000000,139557.712888210,301630.440000000
2022-10-03,Geo8,327883,874000,277000,823010,799095,,703798,0.050736074783467616,2404.275100000,8431.035000000,2059.391600000,6413.585400000,6226.477500000,4090.572791093684,6324563.000000000,126797.811568610,301630.440000000
2021-11-15,Geo8,565191,422000,433000,1773830,679987,,1114620,0.06582564251444759,4144.389000000,4071.646200000,3221.276000000,13823.174000000,5298.398400000,6047.642875315867,7964364.000000000,158536.949303196,301630.440000000
2021-06-14,Geo8,567136,363000,46000,1480347,680838,,592353,0.04418242195601456,4158.651400000,3497.694300000,343.189820000,11536.108000000,5305.029300000,729.2375612284682,5818600.000000000,115793.433327600,301630.440000000
2022-02-21,Geo8,0,677000,809000,1142711,594605,,539212,0.06663241309984821,0E-9,6531.394500000,6011.387700000,8904.965000000,4633.109400000,12537.29584036571,8541968.000000000,170474.489836880,301630.440000000
2022-01-17,Geo8,172862,313000,523000,1586114,1034761,,852921,0.009216092505546758,1267.549200000,3019.296100000,3889.479500000,12360.333000000,8062.766000000,6137.920973531739,1505724.900000000,30119.192850238,301630.440000000
2022-09-19,Geo8,358411,923000,1312000,1427796,1310758,,1121486,0.02275133274395022,2628.128700000,8894.557000000,9746.609000000,11126.586000000,10213.310000000,19511.35207170615,3447880.500000000,69610.155863430,301630.440000000
2022-12-26,Geo8,352516,672000,1147000,1589592,1263326,,950809,0.02876768066677389,2584.902300000,6481.809600000,8520.194000000,12387.437000000,9843.725000000,17073.41339842101,4199648.500000000,83948.747701295,301630.440000000
2022-09-12,Geo8,486145,440000,900000,2242879,1240474,,481609,0.009127750070506003,3564.766800000,4241.563500000,6687.051300000,17478.398000000,9665.664000000,13791.820046328316,1530974.400000000,30471.046253150,301630.440000000
2023-05-22,Geo8,664493,358000,472000,1426501,460619,,217931,0.03187692909277181,4872.543000000,3449.459000000,3504.542700000,11116.495000000,3589.102500000,6024.987271056086,3913557.200000000,78300.163026638,301630.440000000
2022-02-07,Geo8,0,493000,167000,1452276,402358,,147952,0.008248473009350363,0E-9,4753.002000000,1240.741500000,11317.355000000,3135.138000000,2543.4421416777745,1240388.800000000,24691.932368802,301630.440000000
2022-04-11,Geo8,704159,244000,21000,1290592,382182,,246738,0.05319121930268083,5163.403000000,2356.741200000,156.740480000,10057.378000000,2977.928200000,269.4351597548472,6472613.000000000,129456.790829100,301630.440000000
2023-11-20,Geo8,0,543000,514000,1294956,363770,,0,0.07201081297368946,0E-9,5239.662600000,3819.205300000,10091.386000000,2834.463900000,7728.128175915508,9374098.000000000,186609.062742436,301630.440000000
2023-08-28,Geo8,398308,0,85000,830350,0,,0,0.026504297372572427,2920.682100000,0E-9,631.918400000,6470.785000000,0E-9,1291.5065146620777,3414751.000000000,68442.656759485,301630.440000000
2021-09-13,Geo8,847150,442000,803000,1445202,1032759,,0,0.05648939344240215,6211.916500000,4256.671000000,5966.452600000,11262.229000000,8047.167000000,12966.830960567959,7484891.000000000,150654.703435222,301630.440000000
2023-02-13,Geo8,1273579,881000,27000,1506231,1043677,,737660,0.0701794875359515,9338.802000000,8489.731000000,200.107360000,11737.818000000,8132.239000000,320.20712481379934,8245176.000000000,164984.586570432,301630.440000000
2021-03-08,Geo8,0,0,41000,1171330,491817,,0,0.03629877537686459,0E-9,0E-9,303.070250000,9127.988000000,3832.194600000,505.0010143454913,4448981.000000000,88749.225069934,301630.440000000
2022-12-05,Geo8,201463,527000,401000,1262644,1158068,,451187,0.044823426887278695,1477.272300000,5081.372600000,2982.201000000,9839.583000000,9023.563000000,5085.660144806495,5908262.500000000,118914.476767625,301630.440000000
2023-11-27,Geo8,1048722,268000,121000,1413303,902934,,303459,0.01363832962713057,7689.988000000,2588.246600000,900.278800000,11013.645000000,7035.582000000,1862.4434971735343,1908921.400000000,38183.772979920,301630.440000000
2021-05-10,Geo8,0,780000,765000,1907032,1077344,,442870,0.04632882557081578,0E-9,7522.262700000,5687.392000000,14861.196000000,8394.569000000,12202.878238369483,6615237.000000000,132806.591724531,301630.440000000
2022-09-26,Geo8,268672,447000,540000,1796404,369714,,99899,0.02082446853540068,1970.097400000,4306.815400000,4011.636500000,13999.090000000,2880.778800000,7468.4471188663865,3154046.500000000,63103.175489965,301630.440000000
2022-06-20,Geo8,653001,509000,163000,796353,419541,,306827,0.10262249777031326,4788.275400000,4908.283700000,1211.493400000,6205.852000000,3269.026600000,2257.8562554062264,11449517.000000000,229751.000111412,301630.440000000
2023-10-23,Geo8,1110377,0,99000,1481933,543108,,564118,0.026179960286522592,8142.087000000,0E-9,739.198600000,11548.467000000,4231.849600000,1456.135353526956,3393573.800000000,68128.593512531,301630.440000000
2021-10-11,Geo8,1116330,587000,720000,1467282,756711,,588548,0.03518505085620687,8185.739000000,5655.295400000,5353.654000000,11434.295000000,5896.225000000,9155.335133149922,4609279.000000000,92029.021229486,301630.440000000
2022-01-24,Geo8,1033586,488000,62000,1315052,375195,,647328,0.06307024459809532,7579.000000000,4702.588000000,462.144070000,10247.990000000,2923.486300000,937.2357686275618,7560075.500000000,152584.051246987,301630.440000000
2022-10-10,Geo8,1226210,0,761000,2567635,1996864,,998061,0.028187759302337786,8991.458000000,0E-9,5653.023400000,20009.170000000,15559.388000000,11974.895834029741,4498466.500000000,89837.282014359,301630.440000000
